document_id,irs_description,item,qtd,price,data,dia,mes,ano,hora
9202060645083883366,"Grocery Stores, Supermarkets",Pão,3,1.7999999999999998,2022-07-16 22:05:47.379876,16,7,2022,22
5695527918944804612,"Grocery Stores, Supermarkets",Feijão,11,132.0,2023-01-13 05:34:19.578895,13,1,2023,5
5564683868409713852,"Grocery Stores, Supermarkets",Leite,3,12.84,2022-07-26 03:05:13.247509,26,7,2022,3
7523807556076637323,"Grocery Stores, Supermarkets",Pão,5,3.0,2023-08-26 11:02:07.036096,26,8,2023,11
7523807556076637323,"Grocery Stores, Supermarkets",Maçã,7,8.4,2022-07-05 16:59:15.587461,5,7,2022,16
4574000117844462501,"Grocery Stores, Supermarkets",Arroz,3,63.0,2022-01-10 01:15:26.861375,10,1,2022,1
4574000117844462501,"Grocery Stores, Supermarkets",Feijão,4,48.0,2022-09-15 12:16:57.80864,15,9,2022,12
7523807556076637323,"Grocery Stores, Supermarkets",Feijão,11,132.0,2022-03-02 20:58:47.519829,2,3,2022,20
5695527918944804612,"Grocery Stores, Supermarkets",Café,7,109.89999999999999,2023-06-04 18:13:29.053914,4,6,2023,18
4574000117844462501,"Grocery Stores, Supermarkets",Pão,6,3.5999999999999996,2023-11-08 01:40:26.637588,8,11,2023,1
4574000117844462501,"Grocery Stores, Supermarkets",Maçã,10,12.0,2022-11-14 12:01:49.047223,14,11,2022,12
1690472938955678638,"Grocery Stores, Supermarkets",Pão,10,6.0,2022-03-21 17:12:28.940341,21,3,2022,17
5695527918944804612,"Grocery Stores, Supermarkets",Sabonete,5,16.0,2022-03-09 05:01:12.498512,9,3,2022,5
9202060645083883366,"Grocery Stores, Supermarkets",Arroz,7,147.0,2022-06-28 04:47:41.248295,28,6,2022,4
7523807556076637323,"Grocery Stores, Supermarkets",Arroz,10,210.0,2023-08-23 02:40:45.516596,23,8,2023,2
5695527918944804612,"Grocery Stores, Supermarkets",Feijão,5,60.0,2022-07-19 16:23:09.11418,19,7,2022,16
1690472938955678638,"Grocery Stores, Supermarkets",Pão,3,1.7999999999999998,2022-04-24 06:53:19.43544,24,4,2022,6
9202060645083883366,"Grocery Stores, Supermarkets",Pão,1,0.6,2023-08-22 14:29:12.490202,22,8,2023,14
4574000117844462501,"Grocery Stores, Supermarkets",Maçã,7,8.4,2022-05-06 04:09:36.807326,6,5,2022,4
5695527918944804612,"Grocery Stores, Supermarkets",Arroz,8,168.0,2022-12-13 19:50:17.828927,13,12,2022,19
5564683868409713852,"Grocery Stores, Supermarkets",Feijão,2,24.0,2023-05-07 13:06:16.105207,7,5,2023,13
9202060645083883366,"Grocery Stores, Supermarkets",Leite,2,8.56,2022-01-20 15:04:34.498389,20,1,2022,15
1690472938955678638,"Grocery Stores, Supermarkets",Feijão,11,132.0,2023-11-27 18:36:20.298918,27,11,2023,18
5564683868409713852,"Grocery Stores, Supermarkets",Café,3,47.099999999999994,2023-12-22 10:14:26.126962,22,12,2023,10
4574000117844462501,"Grocery Stores, Supermarkets",Pão,10,6.0,2022-08-07 09:25:18.531416,7,8,2022,9
7523807556076637323,"Grocery Stores, Supermarkets",Pão,7,4.2,2023-07-30 08:15:45.65589,30,7,2023,8
9202060645083883366,"Grocery Stores, Supermarkets",Café,6,94.19999999999999,2023-07-23 01:47:34.390356,23,7,2023,1
1690472938955678638,"Grocery Stores, Supermarkets",Café,1,15.7,2022-03-05 00:39:30.278294,5,3,2022,0
4574000117844462501,"Grocery Stores, Supermarkets",Banana,11,8.8,2022-03-09 11:14:48.953313,9,3,2022,11
4574000117844462501,"Grocery Stores, Supermarkets",Maçã,11,13.2,2023-05-16 03:46:15.754779,16,5,2023,3
7523807556076637323,"Grocery Stores, Supermarkets",Feijão,11,132.0,2022-12-07 02:02:03.550925,7,12,2022,2
9202060645083883366,"Grocery Stores, Supermarkets",Feijão,2,24.0,2023-11-05 20:02:21.273699,5,11,2023,20
9202060645083883366,"Grocery Stores, Supermarkets",Feijão,11,132.0,2023-05-24 18:28:17.768238,24,5,2023,18
7523807556076637323,"Grocery Stores, Supermarkets",Leite,1,4.28,2022-06-02 17:48:27.904721,2,6,2022,17
9202060645083883366,"Grocery Stores, Supermarkets",Pão,9,5.3999999999999995,2022-10-30 12:31:19.148687,30,10,2022,12
4574000117844462501,"Grocery Stores, Supermarkets",Maçã,3,3.5999999999999996,2022-08-11 01:59:08.816389,11,8,2022,1
9202060645083883366,"Grocery Stores, Supermarkets",Café,4,62.8,2022-03-12 17:50:20.469013,12,3,2022,17
1690472938955678638,"Grocery Stores, Supermarkets",Feijão,8,96.0,2023-05-21 16:46:38.82289,21,5,2023,16
9202060645083883366,"Grocery Stores, Supermarkets",Sabonete,8,25.6,2022-08-12 12:00:50.434921,12,8,2022,12
9202060645083883366,"Grocery Stores, Supermarkets",Pão,11,6.6,2023-07-27 14:28:07.169073,27,7,2023,14
9202060645083883366,"Grocery Stores, Supermarkets",Sabonete,6,19.200000000000003,2022-12-05 22:13:03.773582,5,12,2022,22
5564683868409713852,"Grocery Stores, Supermarkets",Café,8,125.6,2022-05-28 07:37:17.071137,28,5,2022,7
7523807556076637323,"Grocery Stores, Supermarkets",Arroz,5,105.0,2023-04-29 00:43:55.047093,29,4,2023,0
4574000117844462501,"Grocery Stores, Supermarkets",Sabonete,7,22.400000000000002,2022-12-12 17:47:01.191062,12,12,2022,17
5564683868409713852,"Grocery Stores, Supermarkets",Leite,11,47.080000000000005,2022-12-12 13:57:23.048783,12,12,2022,13
1690472938955678638,"Grocery Stores, Supermarkets",Maçã,9,10.799999999999999,2022-07-19 17:15:44.641768,19,7,2022,17
5695527918944804612,"Grocery Stores, Supermarkets",Sabonete,9,28.8,2022-06-18 13:22:30.280409,18,6,2022,13
5695527918944804612,"Grocery Stores, Supermarkets",Pão,1,0.6,2022-09-15 19:45:27.643499,15,9,2022,19
7523807556076637323,"Grocery Stores, Supermarkets",Pão,6,3.5999999999999996,2022-05-12 17:57:07.850431,12,5,2022,17
1690472938955678638,"Grocery Stores, Supermarkets",Sabonete,5,16.0,2023-12-05 11:03:25.960664,5,12,2023,11
1690472938955678638,"Grocery Stores, Supermarkets",Feijão,10,120.0,2023-05-12 02:09:51.058219,12,5,2023,2
9202060645083883366,"Grocery Stores, Supermarkets",Sabonete,1,3.2,2023-04-16 11:17:05.834981,16,4,2023,11
5564683868409713852,"Grocery Stores, Supermarkets",Leite,11,47.080000000000005,2023-02-05 16:47:57.220052,5,2,2023,16
5695527918944804612,"Grocery Stores, Supermarkets",Maçã,5,6.0,2023-08-05 10:23:01.85091,5,8,2023,10
5695527918944804612,"Grocery Stores, Supermarkets",Leite,3,12.84,2023-07-12 02:49:54.266943,12,7,2023,2
4574000117844462501,"Grocery Stores, Supermarkets",Pão,2,1.2,2023-05-21 03:05:18.159657,21,5,2023,3
9202060645083883366,"Grocery Stores, Supermarkets",Café,2,31.4,2023-04-17 10:24:30.995471,17,4,2023,10
7523807556076637323,"Grocery Stores, Supermarkets",Arroz,4,84.0,2022-05-01 22:56:52.710698,1,5,2022,22
4574000117844462501,"Grocery Stores, Supermarkets",Leite,5,21.400000000000002,2023-02-02 18:07:25.641809,2,2,2023,18
1690472938955678638,"Grocery Stores, Supermarkets",Sabonete,6,19.200000000000003,2022-01-06 03:15:14.469936,6,1,2022,3
5695527918944804612,"Grocery Stores, Supermarkets",Banana,5,4.0,2023-09-24 13:02:49.544852,24,9,2023,13
5695527918944804612,"Grocery Stores, Supermarkets",Leite,8,34.24,2023-09-18 16:13:22.251924,18,9,2023,16
7523807556076637323,"Grocery Stores, Supermarkets",Banana,10,8.0,2022-01-08 00:53:36.715479,8,1,2022,0
9202060645083883366,"Grocery Stores, Supermarkets",Café,7,109.89999999999999,2022-10-13 05:21:49.335662,13,10,2022,5
1690472938955678638,"Grocery Stores, Supermarkets",Arroz,11,231.0,2023-01-11 15:39:15.831345,11,1,2023,15
1690472938955678638,"Grocery Stores, Supermarkets",Pão,8,4.8,2022-12-07 20:57:43.248609,7,12,2022,20
5564683868409713852,"Grocery Stores, Supermarkets",Maçã,5,6.0,2023-09-20 13:46:28.55805,20,9,2023,13
4574000117844462501,"Grocery Stores, Supermarkets",Banana,8,6.4,2022-02-08 09:49:15.387552,8,2,2022,9
5564683868409713852,"Grocery Stores, Supermarkets",Banana,11,8.8,2023-01-21 14:44:50.09115,21,1,2023,14
5564683868409713852,"Grocery Stores, Supermarkets",Maçã,3,3.5999999999999996,2023-08-16 04:06:11.714577,16,8,2023,4
1690472938955678638,"Grocery Stores, Supermarkets",Pão,3,1.7999999999999998,2022-01-19 17:35:39.039547,19,1,2022,17
5695527918944804612,"Grocery Stores, Supermarkets",Arroz,11,231.0,2023-02-07 02:27:13.185137,7,2,2023,2
4574000117844462501,"Grocery Stores, Supermarkets",Leite,6,25.68,2022-06-25 07:32:37.191953,25,6,2022,7
1690472938955678638,"Grocery Stores, Supermarkets",Café,3,47.099999999999994,2023-05-31 00:40:46.923523,31,5,2023,0
1690472938955678638,"Grocery Stores, Supermarkets",Maçã,2,2.4,2023-06-06 22:14:51.975029,6,6,2023,22
9202060645083883366,"Grocery Stores, Supermarkets",Banana,7,5.6000000000000005,2022-08-26 02:05:05.134211,26,8,2022,2
7523807556076637323,"Grocery Stores, Supermarkets",Leite,10,42.800000000000004,2023-10-04 16:36:48.50035,4,10,2023,16
9202060645083883366,"Grocery Stores, Supermarkets",Café,8,125.6,2023-08-04 08:38:38.739723,4,8,2023,8
7523807556076637323,"Grocery Stores, Supermarkets",Café,1,15.7,2023-08-22 02:05:24.428383,22,8,2023,2
5564683868409713852,"Grocery Stores, Supermarkets",Leite,8,34.24,2022-02-19 14:48:23.96828,19,2,2022,14
1690472938955678638,"Grocery Stores, Supermarkets",Leite,2,8.56,2023-06-14 07:05:34.595228,14,6,2023,7
9202060645083883366,"Grocery Stores, Supermarkets",Feijão,6,72.0,2022-01-21 06:13:08.844862,21,1,2022,6
4574000117844462501,"Grocery Stores, Supermarkets",Arroz,7,147.0,2023-04-05 21:59:09.822243,5,4,2023,21
1690472938955678638,"Grocery Stores, Supermarkets",Arroz,4,84.0,2023-11-29 07:00:20.179161,29,11,2023,7
4574000117844462501,"Grocery Stores, Supermarkets",Arroz,5,105.0,2022-07-21 02:02:46.884007,21,7,2022,2
7523807556076637323,"Grocery Stores, Supermarkets",Pão,6,3.5999999999999996,2022-11-08 21:42:52.929578,8,11,2022,21
5695527918944804612,"Grocery Stores, Supermarkets",Arroz,1,21.0,2023-04-12 02:49:00.09111,12,4,2023,2
7523807556076637323,"Grocery Stores, Supermarkets",Pão,11,6.6,2023-11-15 21:51:33.132674,15,11,2023,21
4574000117844462501,"Grocery Stores, Supermarkets",Maçã,8,9.6,2023-01-28 08:14:35.463662,28,1,2023,8
7523807556076637323,"Grocery Stores, Supermarkets",Maçã,10,12.0,2022-09-11 01:56:52.128587,11,9,2022,1
7523807556076637323,"Grocery Stores, Supermarkets",Arroz,10,210.0,2023-03-17 04:40:09.361787,17,3,2023,4
9202060645083883366,"Grocery Stores, Supermarkets",Banana,8,6.4,2022-11-28 12:01:38.076138,28,11,2022,12
1690472938955678638,"Grocery Stores, Supermarkets",Arroz,4,84.0,2023-07-13 15:48:40.845363,13,7,2023,15
5564683868409713852,"Grocery Stores, Supermarkets",Maçã,9,10.799999999999999,2023-05-03 11:48:40.641531,3,5,2023,11
1690472938955678638,"Grocery Stores, Supermarkets",Café,9,141.29999999999998,2022-10-13 16:17:21.751656,13,10,2022,16
5695527918944804612,"Grocery Stores, Supermarkets",Leite,2,8.56,2023-10-14 13:43:40.255728,14,10,2023,13
9202060645083883366,"Grocery Stores, Supermarkets",Maçã,8,9.6,2022-05-25 03:16:23.04362,25,5,2022,3
7523807556076637323,"Grocery Stores, Supermarkets",Café,2,31.4,2022-05-09 23:42:02.218958,9,5,2022,23
1690472938955678638,"Grocery Stores, Supermarkets",Feijão,1,12.0,2023-11-18 18:19:31.712338,18,11,2023,18
5564683868409713852,"Grocery Stores, Supermarkets",Arroz,5,105.0,2022-11-10 15:31:54.849025,10,11,2022,15
5695527918944804612,"Grocery Stores, Supermarkets",Feijão,3,36.0,2022-10-18 16:44:19.686467,18,10,2022,16
7523807556076637323,"Grocery Stores, Supermarkets",Pão,6,3.5999999999999996,2022-10-12 18:46:51.907024,12,10,2022,18
4574000117844462501,"Grocery Stores, Supermarkets",Sabonete,11,35.2,2023-07-28 13:54:37.251735,28,7,2023,13
5564683868409713852,"Grocery Stores, Supermarkets",Feijão,1,12.0,2023-09-02 22:47:14.968588,2,9,2023,22
1690472938955678638,"Grocery Stores, Supermarkets",Leite,3,12.84,2022-11-24 04:33:36.932797,24,11,2022,4
4574000117844462501,"Grocery Stores, Supermarkets",Maçã,8,9.6,2023-08-12 23:05:35.794515,12,8,2023,23
5564683868409713852,"Grocery Stores, Supermarkets",Arroz,2,42.0,2022-01-16 20:39:04.947576,16,1,2022,20
1690472938955678638,"Grocery Stores, Supermarkets",Café,5,78.5,2022-02-23 20:14:35.590742,23,2,2022,20
1690472938955678638,"Grocery Stores, Supermarkets",Sabonete,10,32.0,2022-10-19 22:24:16.239815,19,10,2022,22
5564683868409713852,"Grocery Stores, Supermarkets",Maçã,10,12.0,2023-10-20 02:03:44.509634,20,10,2023,2
5695527918944804612,"Grocery Stores, Supermarkets",Café,6,94.19999999999999,2023-03-13 00:59:23.02661,13,3,2023,0
5564683868409713852,"Grocery Stores, Supermarkets",Sabonete,7,22.400000000000002,2023-01-26 02:00:36.63625,26,1,2023,2
5564683868409713852,"Grocery Stores, Supermarkets",Banana,10,8.0,2023-12-02 23:55:08.482885,2,12,2023,23
5695527918944804612,"Grocery Stores, Supermarkets",Café,11,172.7,2023-10-10 19:15:53.234771,10,10,2023,19
1690472938955678638,"Grocery Stores, Supermarkets",Sabonete,1,3.2,2023-08-02 01:49:28.173883,2,8,2023,1
4574000117844462501,"Grocery Stores, Supermarkets",Maçã,8,9.6,2022-07-30 17:40:59.331565,30,7,2022,17
4574000117844462501,"Grocery Stores, Supermarkets",Sabonete,8,25.6,2023-06-13 15:49:16.579115,13,6,2023,15
5695527918944804612,"Grocery Stores, Supermarkets",Feijão,8,96.0,2023-10-08 00:08:13.086623,8,10,2023,0
1690472938955678638,"Grocery Stores, Supermarkets",Pão,4,2.4,2022-10-09 22:45:08.071161,9,10,2022,22
7523807556076637323,"Grocery Stores, Supermarkets",Arroz,6,126.0,2022-09-21 09:31:21.965214,21,9,2022,9
4574000117844462501,"Grocery Stores, Supermarkets",Banana,7,5.6000000000000005,2023-07-06 10:32:17.89811,6,7,2023,10
5695527918944804612,"Grocery Stores, Supermarkets",Café,3,47.099999999999994,2023-11-30 21:55:12.894772,30,11,2023,21
1690472938955678638,"Grocery Stores, Supermarkets",Café,8,125.6,2023-03-17 06:44:41.274265,17,3,2023,6
5695527918944804612,"Grocery Stores, Supermarkets",Café,4,62.8,2022-09-17 01:35:48.601897,17,9,2022,1
1690472938955678638,"Grocery Stores, Supermarkets",Pão,10,6.0,2023-05-23 07:33:01.572497,23,5,2023,7
5564683868409713852,"Grocery Stores, Supermarkets",Sabonete,2,6.4,2023-02-11 23:17:06.5637,11,2,2023,23
9202060645083883366,"Grocery Stores, Supermarkets",Pão,4,2.4,2022-08-10 14:55:31.953193,10,8,2022,14
5695527918944804612,"Grocery Stores, Supermarkets",Sabonete,10,32.0,2023-03-26 12:07:32.20647,26,3,2023,12
7523807556076637323,"Grocery Stores, Supermarkets",Banana,11,8.8,2023-08-20 10:28:21.613808,20,8,2023,10
4574000117844462501,"Grocery Stores, Supermarkets",Leite,2,8.56,2022-09-12 19:18:00.888598,12,9,2022,19
4574000117844462501,"Grocery Stores, Supermarkets",Leite,5,21.400000000000002,2022-02-21 19:51:30.358196,21,2,2022,19
9202060645083883366,"Grocery Stores, Supermarkets",Feijão,4,48.0,2023-03-12 11:07:47.05338,12,3,2023,11
4574000117844462501,"Grocery Stores, Supermarkets",Banana,7,5.6000000000000005,2022-07-22 05:16:52.274292,22,7,2022,5
5564683868409713852,"Grocery Stores, Supermarkets",Leite,1,4.28,2022-02-13 10:05:54.353965,13,2,2022,10
5564683868409713852,"Grocery Stores, Supermarkets",Pão,2,1.2,2023-06-16 12:01:58.75594,16,6,2023,12
9202060645083883366,"Grocery Stores, Supermarkets",Banana,11,8.8,2022-03-07 10:49:18.540121,7,3,2022,10
4574000117844462501,"Grocery Stores, Supermarkets",Leite,9,38.52,2023-07-24 14:44:59.724639,24,7,2023,14
7523807556076637323,"Grocery Stores, Supermarkets",Maçã,5,6.0,2023-09-01 12:40:53.911934,1,9,2023,12
1690472938955678638,"Grocery Stores, Supermarkets",Café,1,15.7,2023-11-14 05:50:56.006677,14,11,2023,5
4574000117844462501,"Grocery Stores, Supermarkets",Pão,1,0.6,2023-03-15 15:37:58.785186,15,3,2023,15
5695527918944804612,"Grocery Stores, Supermarkets",Feijão,6,72.0,2022-09-10 07:42:32.752476,10,9,2022,7
4574000117844462501,"Grocery Stores, Supermarkets",Feijão,11,132.0,2022-07-09 08:51:50.819659,9,7,2022,8
5695527918944804612,"Grocery Stores, Supermarkets",Arroz,2,42.0,2023-10-23 13:39:49.801175,23,10,2023,13
4574000117844462501,"Grocery Stores, Supermarkets",Sabonete,4,12.8,2023-07-14 08:28:00.597975,14,7,2023,8
7523807556076637323,"Grocery Stores, Supermarkets",Pão,4,2.4,2023-05-26 12:33:37.656094,26,5,2023,12
9202060645083883366,"Grocery Stores, Supermarkets",Café,2,31.4,2022-06-23 13:34:02.568739,23,6,2022,13
5564683868409713852,"Grocery Stores, Supermarkets",Pão,11,6.6,2023-06-06 08:49:23.554515,6,6,2023,8
9202060645083883366,"Grocery Stores, Supermarkets",Café,6,94.19999999999999,2022-03-20 16:07:46.911672,20,3,2022,16
7523807556076637323,"Grocery Stores, Supermarkets",Café,8,125.6,2022-06-08 18:12:26.895961,8,6,2022,18
9202060645083883366,"Grocery Stores, Supermarkets",Café,6,94.19999999999999,2023-07-03 16:14:36.241985,3,7,2023,16
1690472938955678638,"Grocery Stores, Supermarkets",Sabonete,7,22.400000000000002,2023-07-27 22:00:48.182991,27,7,2023,22
4574000117844462501,"Grocery Stores, Supermarkets",Café,2,31.4,2022-08-22 07:01:39.144524,22,8,2022,7
5564683868409713852,"Grocery Stores, Supermarkets",Pão,2,1.2,2022-02-27 07:42:14.87808,27,2,2022,7
4574000117844462501,"Grocery Stores, Supermarkets",Feijão,4,48.0,2023-10-22 02:17:04.700298,22,10,2023,2
9202060645083883366,"Grocery Stores, Supermarkets",Café,4,62.8,2022-06-26 08:03:44.241866,26,6,2022,8
7523807556076637323,"Grocery Stores, Supermarkets",Feijão,9,108.0,2022-04-23 03:36:27.462513,23,4,2022,3
7523807556076637323,"Grocery Stores, Supermarkets",Maçã,4,4.8,2023-01-20 01:39:44.077591,20,1,2023,1
9202060645083883366,"Grocery Stores, Supermarkets",Café,10,157.0,2022-03-11 10:57:43.95208,11,3,2022,10
1690472938955678638,"Grocery Stores, Supermarkets",Café,2,31.4,2023-08-23 23:11:10.228017,23,8,2023,23
7523807556076637323,"Grocery Stores, Supermarkets",Sabonete,3,9.600000000000001,2023-03-29 14:58:51.287987,29,3,2023,14
5564683868409713852,"Grocery Stores, Supermarkets",Sabonete,2,6.4,2023-02-02 03:35:38.909109,2,2,2023,3
5564683868409713852,"Grocery Stores, Supermarkets",Leite,11,47.080000000000005,2023-07-27 23:15:26.803411,27,7,2023,23
7523807556076637323,"Grocery Stores, Supermarkets",Maçã,10,12.0,2023-04-14 19:11:50.914808,14,4,2023,19
9202060645083883366,"Grocery Stores, Supermarkets",Feijão,2,24.0,2023-03-06 10:26:40.892985,6,3,2023,10
5564683868409713852,"Grocery Stores, Supermarkets",Banana,5,4.0,2022-05-15 19:51:47.308003,15,5,2022,19
9202060645083883366,"Grocery Stores, Supermarkets",Leite,6,25.68,2022-07-29 10:13:20.580918,29,7,2022,10
1690472938955678638,"Grocery Stores, Supermarkets",Sabonete,4,12.8,2023-11-13 13:51:31.672461,13,11,2023,13
5564683868409713852,"Grocery Stores, Supermarkets",Arroz,9,189.0,2022-01-12 22:18:04.044183,12,1,2022,22
9202060645083883366,"Grocery Stores, Supermarkets",Arroz,9,189.0,2023-02-24 15:30:42.601529,24,2,2023,15
1690472938955678638,"Grocery Stores, Supermarkets",Sabonete,7,22.400000000000002,2023-01-22 21:51:41.116735,22,1,2023,21
5695527918944804612,"Grocery Stores, Supermarkets",Banana,6,4.800000000000001,2022-01-21 09:50:11.995674,21,1,2022,9
5564683868409713852,"Grocery Stores, Supermarkets",Leite,4,17.12,2022-06-10 03:25:33.838306,10,6,2022,3
7523807556076637323,"Grocery Stores, Supermarkets",Arroz,7,147.0,2022-02-08 03:26:37.360473,8,2,2022,3
5564683868409713852,"Grocery Stores, Supermarkets",Feijão,9,108.0,2022-12-23 14:44:59.031005,23,12,2022,14
5695527918944804612,"Grocery Stores, Supermarkets",Café,7,109.89999999999999,2022-06-01 10:41:35.039996,1,6,2022,10
5695527918944804612,"Grocery Stores, Supermarkets",Arroz,4,84.0,2022-11-14 12:56:05.192583,14,11,2022,12
5695527918944804612,"Grocery Stores, Supermarkets",Arroz,1,21.0,2023-11-05 12:57:01.081065,5,11,2023,12
1690472938955678638,"Grocery Stores, Supermarkets",Sabonete,11,35.2,2023-05-10 01:19:55.183948,10,5,2023,1
4574000117844462501,"Grocery Stores, Supermarkets",Banana,3,2.4000000000000004,2023-01-02 16:27:23.472915,2,1,2023,16
5695527918944804612,"Grocery Stores, Supermarkets",Feijão,3,36.0,2022-07-09 15:36:32.138127,9,7,2022,15
4574000117844462501,"Grocery Stores, Supermarkets",Banana,6,4.800000000000001,2023-01-29 02:09:59.559159,29,1,2023,2
5564683868409713852,"Grocery Stores, Supermarkets",Leite,4,17.12,2023-10-31 00:43:03.376834,31,10,2023,0
7523807556076637323,"Grocery Stores, Supermarkets",Banana,7,5.6000000000000005,2022-08-14 12:45:02.855551,14,8,2022,12
7523807556076637323,"Grocery Stores, Supermarkets",Leite,2,8.56,2023-07-14 17:44:13.852901,14,7,2023,17
7523807556076637323,"Grocery Stores, Supermarkets",Arroz,7,147.0,2022-08-10 12:40:44.239807,10,8,2022,12
5564683868409713852,"Grocery Stores, Supermarkets",Café,10,157.0,2022-07-01 03:31:50.887814,1,7,2022,3
5564683868409713852,"Grocery Stores, Supermarkets",Sabonete,3,9.600000000000001,2023-09-26 16:13:27.955497,26,9,2023,16
5564683868409713852,"Grocery Stores, Supermarkets",Café,11,172.7,2022-04-21 01:23:25.118873,21,4,2022,1
5695527918944804612,"Grocery Stores, Supermarkets",Sabonete,5,16.0,2022-07-15 19:31:32.571631,15,7,2022,19
4574000117844462501,"Grocery Stores, Supermarkets",Feijão,10,120.0,2022-04-25 08:54:25.483848,25,4,2022,8
4574000117844462501,"Grocery Stores, Supermarkets",Café,6,94.19999999999999,2022-06-28 10:29:27.56056,28,6,2022,10
7523807556076637323,"Grocery Stores, Supermarkets",Pão,5,3.0,2022-06-20 09:19:05.293182,20,6,2022,9
4574000117844462501,"Grocery Stores, Supermarkets",Arroz,10,210.0,2022-01-24 00:48:46.199227,24,1,2022,0
7523807556076637323,"Grocery Stores, Supermarkets",Pão,2,1.2,2022-09-10 15:27:07.028139,10,9,2022,15
5695527918944804612,"Grocery Stores, Supermarkets",Feijão,3,36.0,2023-05-04 01:36:41.857515,4,5,2023,1
7523807556076637323,"Grocery Stores, Supermarkets",Sabonete,6,19.200000000000003,2023-11-14 22:42:57.012752,14,11,2023,22
9202060645083883366,"Grocery Stores, Supermarkets",Banana,3,2.4000000000000004,2022-08-28 18:12:16.621887,28,8,2022,18
